ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
84961,24.269924903310013,19.69882667197651,3.570929709470625,12.939758439568047,98.98255134772285
84962,26.296620496118614,20.8610262302517,8.168774858507412,12.249359786183575,125.34312842525246
84963,25.46863175065217,20.8610262302517,8.168774858507412,12.249359786183575,125.34312842525246
84964,20.88458077018792,18.91521821360678,0.8231083433984168,10.440054786396392,125.2216212891604
84965,25.51728987038335,19.40179457033947,2.115745375918766,16.64557518318933,83.52151026573361
84966,25.60946638410691,20.39401204942968,2.405871252661554,12.517106376990654,62.30441171004552
84967,23.90016589258241,20.01033445224136,6.403316499910118,9.763777128794946,116.49055810218016
84968,25.59436645625457,20.39401204942968,2.410178324951897,12.517106376990654,62.30441171004552
84969,25.57947455283982,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84970,24.321348623873764,19.69882667197651,3.540290445380518,12.939758439568047,98.98255134772285
84971,25.59347357278853,20.39401204942968,2.410178324951897,12.517106376990654,62.30441171004552
84972,25.613428498526776,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84973,25.69326202998136,19.123773886101656,2.6976635062080323,14.645161516254031,89.64033739193579
84974,23.75911736503832,18.593487600502232,2.0661854587013515,12.617708007048474,134.4813799891421
84975,25.37261907130741,21.263269845654605,6.29578921878508,13.805373523996264,92.65056790123576
84976,25.63048267221367,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84977,25.672877525323187,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84978,25.57047946075458,20.8610262302517,8.127854078211874,12.249359786183575,125.34312842525246
84979,25.290399974099948,20.39401204942968,2.409353132599974,12.517106376990654,62.30441171004552
84980,25.613428498526776,20.39401204942968,2.409353132599974,12.517106376990654,62.30441171004552
84981,25.398089281011124,20.39401204942968,2.409353132599974,12.517106376990654,62.30441171004552
84982,18.70559094424465,18.91523887825697,1.6628163245469727,8.045000095890593,110.66403987876402
84983,25.63115201148492,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84984,25.59347357278853,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84985,25.48204718793661,20.178331507065995,2.489960112453504,10.094978139094152,91.17295632798768
84986,25.633673922284057,18.08009405865181,1.8047514080902316,15.462768243497502,111.14569461254015
84987,25.875982995783875,20.498283427973927,1.8129721470147688,17.170632643399223,84.71226904175572
84988,25.682056715553703,20.39401204942968,2.409353132599974,12.517106376990654,62.30441171004552
84989,25.59076388287606,17.161205379468978,4.063134558452992,17.176363601136487,121.81126521444284
84990,20.714118522331734,20.071128531179504,2.396826120990087,9.768586813240102,109.5483722896932
84991,24.437513011518984,19.634937651417868,8.393555576937827,13.473783092708713,88.58516674426909
84992,26.3452075706793,22.223523927583003,9.966909671690164,12.318837999298106,122.68378463916854
84993,25.57633707474864,22.223523927583003,9.966909671690164,12.318837999298106,122.68378463916854
84994,21.223958065492067,19.28775858237896,5.443919845409308,10.36931752394402,113.5328133199855
84995,25.750439252834745,19.685878050219586,3.4886671474807995,16.92714141700903,83.31999140577412
84996,25.72944440387973,20.02910413881712,4.155716422669314,12.090610481000155,84.54093170641784
84997,24.19509838377321,19.402226765420416,9.178812994366446,10.30790317029032,106.01804883873488
84998,25.686125080618893,20.02910413881712,4.183507493777299,12.090610481000155,84.54093170641784
84999,25.518369786820543,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
85000,24.62134314253184,19.634937651417868,8.312072030111626,13.473783092708713,88.58516674426909
85001,25.6351661568856,20.02910413881712,4.183507493777299,12.090610481000155,84.54093170641784
85002,25.76654557724892,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
85003,25.82103176374414,19.9086551957557,15.625639838038303,14.341394752497363,88.95575793050983
85004,24.14509870041646,19.29525109831189,10.772781368088657,12.0978824513409,121.46307864980658
85005,25.430986092468544,21.44934918591832,10.481629598140907,12.911088066793775,110.18591097189378
85006,25.81839071891152,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
85007,25.781618196297764,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
85008,25.7661498234408,22.223523927583003,9.966909671690164,12.318837999298106,122.68378463916854
85009,25.404455266538488,20.02910413881712,4.19431055702406,12.090610481000155,84.54093170641784
85010,25.76654557724892,20.02910413881712,4.19431055702406,12.090610481000155,84.54093170641784
85011,25.60227417048089,20.02910413881712,4.19431055702406,12.090610481000155,84.54093170641784
85012,19.197129510148383,19.145773229583654,2.577452091092145,8.210587916317447,126.13960826021992
85013,25.786846961669116,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
85014,25.6351661568856,19.12426072094885,9.684248307450565,11.832196221928644,50.55026436631093
